codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,salario_mediano,salario_medio,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
7165,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",7165-aplicadores-de-revestimentos-ceramicos-pastilhas-pedras-e-madeiras,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,2500.0,2456.96,22316,21457,859,8,8,71
7166,Pintores de obras e revestidores de interiores (revestimentos flexíveis),7166-pintores-de-obras-e-revestidores-de-interiores-revestimentos-flexiveis,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,2448.0,2404.47,75458,72112,3346,3,7,66
7170,Ajudantes de obras civis,7170-ajudantes-de-obras-civis,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,717,AJUDANTES DE OBRAS,1685.8,1804.48,847332,743644,103688,5,6,40
7201,"Supervisores de usinagem, conformação e tratamento de metais",7201-supervisores-de-usinagem-conformacao-e-tratamento-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,720,SUPERVISORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,4693.68,4970.14,6866,8314,-1448,12,11,106
7202,Supervisores da fabricação e montagem metalmecânica,7202-supervisores-da-fabricacao-e-montagem-metalmecanica,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,720,SUPERVISORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,4900.0,5786.77,1952,3533,-1581,4,10,82
7211,Ferramenteiros e afins,7211-ferramenteiros-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,2729.55,3310.11,5873,6632,-759,3,10,83
7212,Preparadores e operadores de máquinas-ferramenta convencionais,7212-preparadores-e-operadores-de-maquinas-ferramenta-convencionais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,2297.98,2542.67,49870,55471,-5601,5,9,76
7213,Afiadores e polidores de metais,7213-afiadores-e-polidores-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,2284.28,2348.58,8476,9285,-809,5,9,70
7214,Operadores de máquinas de usinagem cnc,7214-operadores-de-maquinas-de-usinagem-cnc,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,2600.0,2870.11,17771,19557,-1786,6,8,75
7221,Trabalhadores de forjamento de metais,7221-trabalhadores-de-forjamento-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,2026.51,2072.78,3987,3890,97,3,5,48
7222,Trabalhadores de fundição de metais puros e de ligas metálicas,7222-trabalhadores-de-fundicao-de-metais-puros-e-de-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,2052.26,2098.27,14359,14229,130,6,8,111
7223,Trabalhadores de moldagem de metais e de ligas metálicas,7223-trabalhadores-de-moldagem-de-metais-e-de-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,2090.0,2140.03,5304,6057,-753,6,7,63
7224,Trabalhadores de trefilação e estiramento de metais puros e ligas metálicas,7224-trabalhadores-de-trefilacao-e-estiramento-de-metais-puros-e-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,2112.16,2263.04,1590,1735,-145,3,7,46
7231,Trabalhadores de tratamento térmico de metais,7231-trabalhadores-de-tratamento-termico-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,723,TRABALHADORES DE TRATAMENTO TÉRMICO E DE SUPERFÍCIES DE METAIS E DE COMPÓSITOS,2000.0,2148.74,1449,1516,-67,5,10,122
7232,Trabalhadores de tratamento de superfícies de metais e de compósitos (termoquímicos),7232-trabalhadores-de-tratamento-de-superficies-de-metais-e-de-compositos-termoquimicos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,723,TRABALHADORES DE TRATAMENTO TÉRMICO E DE SUPERFÍCIES DE METAIS E DE COMPÓSITOS,2142.43,2232.96,5170,5558,-388,8,8,77
7233,"Trabalhadores da pintura de equipamentos, veículos, estruturas metálicas e de compósitos",7233-trabalhadores-da-pintura-de-equipamentos-veiculos-estruturas-metalicas-e-de-compositos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,723,TRABALHADORES DE TRATAMENTO TÉRMICO E DE SUPERFÍCIES DE METAIS E DE COMPÓSITOS,2400.0,2446.87,39353,41262,-1909,6,10,64
7241,Encanadores e instaladores de tubulações,7241-encanadores-e-instaladores-de-tubulacoes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",2506.99,2602.2,70791,69597,1194,7,10,72
7242,Trabalhadores de traçagem e montagem de estruturas metálicas e de compósitos,7242-trabalhadores-de-tracagem-e-montagem-de-estruturas-metalicas-e-de-compositos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",2158.2,2288.38,110991,108030,2961,6,8,59
7243,Trabalhadores de soldagem e corte de ligas metálicas,7243-trabalhadores-de-soldagem-e-corte-de-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",2942.48,3052.9,134770,139471,-4701,5,7,58
7244,Trabalhadores de caldeiraria e serralheria,7244-trabalhadores-de-caldeiraria-e-serralheria,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",2696.4,2822.7,102622,100610,2012,8,8,50
7245,Operadores de máquinas de conformação de metais,7245-operadores-de-maquinas-de-conformacao-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",2145.65,2293.37,14952,17385,-2433,3,8,65
7246,Trançadores e laceiros de cabos de aço,7246-trancadores-e-laceiros-de-cabos-de-aco,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",2193.25,2516.34,273,292,-19,2,11,98
7250,Ajustadores mecânicos polivalentes e afins,7250-ajustadores-mecanicos-polivalentes-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2000.0,2182.64,18004,16777,1227,6,8,83
7251,"Montadores de máquinas, aparelhos e acessórios em linhas de montagem",7251-montadores-de-maquinas-aparelhos-e-acessorios-em-linhas-de-montagem,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2071.94,2126.35,24501,23568,933,1,9,53
7252,Montadores de máquinas industriais,7252-montadores-de-maquinas-industriais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2600.0,2675.54,34290,32261,2029,5,9,77
7253,Montadores de máquinas pesadas e equipamentos agrícolas,7253-montadores-de-maquinas-pesadas-e-equipamentos-agricolas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2250.0,2303.52,3368,3062,306,4,9,101
7254,Mecânicos montadores de motores e turboalimentadores,7254-mecanicos-montadores-de-motores-e-turboalimentadores,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2663.58,2738.85,3184,3504,-320,4,8,68
7255,Montadores de veículos automotores (linha de montagem),7255-montadores-de-veiculos-automotores-linha-de-montagem,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2214.0,2346.2,12254,10410,1844,2,7,54
7256,Montadores de sistemas e estruturas de aeronaves,7256-montadores-de-sistemas-e-estruturas-de-aeronaves,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2384.4,2848.56,446,379,67,2,14,163
7257,Instaladores de equipamentos de refrigeração e ventilação,7257-instaladores-de-equipamentos-de-refrigeracao-e-ventilacao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,2300.0,2387.55,9939,10474,-535,1,9,66
7301,Supervisores de montagens e instalações eletroeletrônicas,7301-supervisores-de-montagens-e-instalacoes-eletroeletronicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,730,SUPERVISORES DE MONTAGENS E INSTALAÇÕES ELETROELETRÔNICAS,4191.0,4799.63,2701,3981,-1280,1,7,48
7311,Montadores de equipamentos eletroeletrônicos,7311-montadores-de-equipamentos-eletroeletronicos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,731,MONTADORES E INSTALADORES DE EQUIPAMENTOS ELETROELETRÔNICOS EM GERAL,2014.42,2130.75,78777,78548,229,16,10,68
7312,Montadores de aparelhos de telecomunicações,7312-montadores-de-aparelhos-de-telecomunicacoes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,731,MONTADORES E INSTALADORES DE EQUIPAMENTOS ELETROELETRÔNICOS EM GERAL,1718.67,1787.58,2495,2091,404,1,8,63
7313,Instaladores-reparadores de  linhas e equipamentos de telecomunicações,7313-instaladores-reparadores-de-linhas-e-equipamentos-de-telecomunicacoes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,731,MONTADORES E INSTALADORES DE EQUIPAMENTOS ELETROELETRÔNICOS EM GERAL,1670.56,1791.8,17664,21558,-3894,6,15,133
7321,"Instaladores e reparadores de linhas e cabos elétricos, telefônicos e de comunicação de dados",7321-instaladores-e-reparadores-de-linhas-e-cabos-eletricos-telefonicos-e-de-comunicacao-de-dados,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,732,INSTALADORES E REPARADORES DE LINHAS E CABOS ELÉTRICOS E DE COMUNICAÇÕES,1873.07,2008.43,84055,76173,7882,8,8,119
7401,Supervisores da mecânica de precisão e instrumentos musicais,7401-supervisores-da-mecanica-de-precisao-e-instrumentos-musicais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,74,MONTADORES DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,740,SUPERVISORES DA MECÂNICA DE PRECISÃO E INSTRUMENTOS MUSICAIS,5515.0,6167.07,138,148,-10,2,8,74
7411,Mecânicos de instrumentos de precisão,7411-mecanicos-de-instrumentos-de-precisao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,74,MONTADORES DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,741,MONTADORES E AJUSTADORES DE INSTRUMENTOS DE PRECISÃO,2000.0,2285.42,3380,3644,-264,5,8,67
7421,Confeccionadores de instrumentos musicais,7421-confeccionadores-de-instrumentos-musicais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,74,MONTADORES DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,742,MONTADORES E AJUSTADORES DE INSTRUMENTOS MUSICAIS,2023.75,2127.46,189,209,-20,8,10,104
7501,Supervisores de joalheria e afins,7501-supervisores-de-joalheria-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",750,"SUPERVISORES DE JOALHERIA, VIDRARIA, CERÂMICA E AFINS",2300.0,2863.48,40,63,-23,1,8,54
7502,"Supervisores de vidraria, cerâmica e afins",7502-supervisores-de-vidraria-ceramica-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",750,"SUPERVISORES DE JOALHERIA, VIDRARIA, CERÂMICA E AFINS",4753.47,5083.81,124,237,-113,1,10,76
7510,Joalheiros e lapidadores de gemas,7510-joalheiros-e-lapidadores-de-gemas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",751,JOALHEIROS E OURIVES,1800.0,1885.16,946,1113,-167,4,12,85
7511,Artesãos de metais preciosos e semi-preciosos,7511-artesaos-de-metais-preciosos-e-semi-preciosos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",751,JOALHEIROS E OURIVES,1900.0,2114.39,1593,1934,-341,6,7,48
7521,"Sopradores, moldadores e modeladores de vidros e afins",7521-sopradores-moldadores-e-modeladores-de-vidros-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",1852.84,2022.34,359,397,-38,4,6,58
7522,Trabalhadores da transformação de vidros planos,7522-trabalhadores-da-transformacao-de-vidros-planos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",2000.0,2108.05,2572,3068,-496,7,8,76
7523,Ceramistas (preparação e fabricação),7523-ceramistas-preparacao-e-fabricacao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",1895.0,2098.02,13592,13330,262,6,9,81
7524,Vidreiros e ceramistas (arte e decoração),7524-vidreiros-e-ceramistas-arte-e-decoracao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",2000.0,2237.79,752,861,-109,6,8,73
7601,Supervisores da indústria têxtil,7601-supervisores-da-industria-textil,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",1608.0,2298.87,3194,3503,-309,5,9,82
7602,Supervisores na indústria do curtimento,7602-supervisores-na-industria-do-curtimento,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",4000.0,4308.43,23,50,-27,1,7,62
7603,Supervisores na confecção do vestuário,7603-supervisores-na-confeccao-do-vestuario,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",2500.0,2828.21,2755,4103,-1348,2,6,53
7604,Supervisores na confecção de calçados,7604-supervisores-na-confeccao-de-calcados,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",3456.0,3728.04,1587,2558,-971,1,9,95
7605,"Supervisores da confecção de artefatos de tecidos, couros e afins",7605-supervisores-da-confeccao-de-artefatos-de-tecidos-couros-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",2750.0,3312.8,625,934,-309,1,6,46
7606,Supervisores das artes gráficas,7606-supervisores-das-artes-graficas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",3295.95,4259.73,619,949,-330,1,5,43
7610,Trabalhadores polivalentes das indústrias têxteis,7610-trabalhadores-polivalentes-das-industrias-texteis,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",761,TRABALHADORES DAS INDUSTRIAS TÊXTEIS,1600.0,1786.25,18256,18000,256,1,9,65
7611,Trabalhadores da classificação de fibras têxteis e lavagem de lã,7611-trabalhadores-da-classificacao-de-fibras-texteis-e-lavagem-de-la,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",761,TRABALHADORES DAS INDUSTRIAS TÊXTEIS,2005.0,2221.44,798,803,-5,2,8,63
7612,Operadores da fiação,7612-operadores-da-fiacao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",761,TRABALHADORES DAS INDUSTRIAS TÊXTEIS,1847.6,1917.12,5617,6260,-643,12,8,52
7613,Operadores de tear e máquinas similares,7613-operadores-de-tear-e-maquinas-similares,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",761,TRABALHADORES DAS INDUSTRIAS TÊXTEIS,2000.0,2174.07,14705,15648,-943,22,7,50
7614,"Trabalhadores de acabamento, tingimento e estamparia das indústrias têxteis",7614-trabalhadores-de-acabamento-tingimento-e-estamparia-das-industrias-texteis,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",761,TRABALHADORES DAS INDUSTRIAS TÊXTEIS,1944.95,2065.23,8688,8740,-52,7,8,66
7618,Inspetores e revisores de produção têxtil,7618-inspetores-e-revisores-de-producao-textil,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",761,TRABALHADORES DAS INDUSTRIAS TÊXTEIS,1891.08,1912.53,13989,14030,-41,4,7,45
7620,Trabalhadores polivalentes do curtimento de couros e peles,7620-trabalhadores-polivalentes-do-curtimento-de-couros-e-peles,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",762,TRABALHADORES DO TRATAMENTO DE COUROS E PELES,1800.0,1800.5,7503,6964,539,1,9,57
7621,Trabalhadores da preparação do curtimento de couros e peles,7621-trabalhadores-da-preparacao-do-curtimento-de-couros-e-peles,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",762,TRABALHADORES DO TRATAMENTO DE COUROS E PELES,1979.66,2038.83,468,677,-209,5,7,61
7622,Trabalhadores do curtimento de couros e peles,7622-trabalhadores-do-curtimento-de-couros-e-peles,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",762,TRABALHADORES DO TRATAMENTO DE COUROS E PELES,1685.59,1905.83,1321,1367,-46,4,6,40
7623,Trabalhadores do acabamento de couros e peles,7623-trabalhadores-do-acabamento-de-couros-e-peles,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",762,TRABALHADORES DO TRATAMENTO DE COUROS E PELES,1915.45,2034.81,1576,1986,-410,9,7,50
7630,Profissionais polivalentes da confecção de roupas,7630-profissionais-polivalentes-da-confeccao-de-roupas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",763,TRABALHADORES DA CONFECÇÃO DE ROUPAS,1801.45,1936.13,14907,15088,-181,4,10,83
7631,Trabalhadores da preparação da confecção de roupas,7631-trabalhadores-da-preparacao-da-confeccao-de-roupas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",763,TRABALHADORES DA CONFECÇÃO DE ROUPAS,1698.0,1767.52,75684,66397,9287,5,9,69
